case_id,fact_pattern,violence_score,financial_loss_score,victim_vulnerability_score,premeditation_score,public_safety_risk,priors,plea_guilty,mitigating_circumstances,juvenile,court_region,sentence_United States,sentence_United Kingdom,sentence_Canada,sentence_Australia,sentence_Singapore,sentence_India,sentence_Germany,sentence_France,sentence_Italy,sentence_Spain,sentence_Switzerland,sentence_Brazil,sentence_Norway,sentence_Sweden,sentence_Denmark,sentence_Japan,sentence_South Korea,sentence_Saudi Arabia,sentence_Iran,sentence_South Africa
255,"The offender stole a bicycle valued at $300 parked outside a supermarket. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.",0.125,0.252,0.69,0.904,0.405,2,1,1,0,0,157.7,72.5,54.0,59.5,229.2,74.0,47.3,52.0,36.5,44.1,28.8,67.1,17.5,18.8,19.5,22.1,41.5,141.0,112.9,105.4
256,The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe.,0.0,0.045,0.0,0.195,0.056,1,1,1,0,0,10.2,6.4,5.2,5.7,22.4,6.2,5.2,4.9,4.2,4.5,3.0,5.3,1.7,1.9,1.6,2.2,3.8,17.3,12.9,8.8
257,"The defendant attacked the victim with a metal pipe during an argument, resulting in a deep head wound. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim.",0.846,0.0,0.202,0.87,0.455,0,0,1,0,0,136.4,105.3,79.8,76.4,238.1,88.4,60.6,53.7,65.7,59.2,45.4,59.1,27.6,29.3,29.8,42.4,50.7,260.2,155.8,94.2
258,"The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries. The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.",0.972,0.382,0.669,0.484,0.926,0,1,1,0,1,125.7,64.1,66.6,72.7,281.4,139.8,60.0,60.4,48.6,50.4,42.4,67.9,30.0,32.3,36.5,30.7,40.7,144.4,180.2,112.6
259,"The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.",0.35,0.124,0.705,0.193,0.109,3,1,1,0,0,136.3,60.9,48.0,58.1,211.7,41.1,44.0,48.8,33.1,45.0,26.7,46.6,18.2,20.5,18.6,17.9,34.5,138.0,121.2,96.4
260,The offender stole a bicycle valued at $300 parked outside a supermarket.,0.0,0.09,0.038,0.1,0.038,4,1,1,0,1,19.0,9.1,7.4,9.1,39.6,15.3,8.0,7.0,5.1,6.1,4.1,6.9,2.2,2.7,2.5,2.9,5.0,21.7,20.4,12.1
261,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The defendant took advantage of their role as a live-in nurse to abuse and steal from a bedridden patient.",0.334,0.355,0.881,0.624,0.205,0,0,1,0,0,144.7,73.3,52.9,55.1,190.9,52.6,46.6,44.6,50.2,48.2,34.6,53.7,18.5,21.7,22.4,39.5,36.1,149.7,119.2,89.9
262,The offender stole a bicycle valued at $300 parked outside a supermarket.,0.0,0.099,0.0,0.062,0.035,1,1,1,0,1,8.0,4.1,3.8,4.3,15.0,6.3,3.4,2.9,3.0,3.1,2.0,3.8,1.2,1.3,1.3,1.3,2.4,10.6,8.8,8.6
263,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The offender was found in possession of 200 grams of cocaine, scales, and packaging materials indicating distribution. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards.",0.317,0.27,0.125,0.916,0.729,0,1,1,0,0,99.6,46.9,42.3,46.6,177.1,46.2,42.8,35.3,28.7,36.2,26.0,54.9,15.4,19.1,17.9,18.0,25.0,100.6,101.0,71.3
264,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years.",0.318,0.756,0.272,0.815,0.189,1,1,1,0,0,114.8,72.9,58.7,62.9,205.6,76.9,45.8,53.1,38.7,46.4,33.3,53.8,17.4,21.1,23.1,20.8,35.2,185.4,170.4,94.7
265,"The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The defendant took advantage of their role as a live-in nurse to abuse and steal from a bedridden patient.",0.247,0.905,0.924,0.87,0.437,3,1,0,0,1,242.6,138.1,127.9,136.9,394.2,240.0,122.0,117.9,83.0,93.8,76.6,151.7,47.8,55.9,50.0,56.4,80.9,291.4,261.6,219.6
266,"The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The crime targeted a 7-year-old child who was walking home alone from school.",0.148,0.907,0.996,0.924,0.362,0,1,0,0,1,96.7,61.0,70.1,67.2,170.2,108.7,64.0,63.8,52.7,48.4,44.4,71.6,32.0,35.4,30.6,32.9,50.2,130.6,124.7,107.9
267,"The suspect pointed a loaded handgun at the store clerk, demanding money and threatening to pull the trigger. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult. The defendant took advantage of their role as a live-in nurse to abuse and steal from a bedridden patient.",0.86,0.227,0.913,0.634,0.68,2,1,0,0,0,243.3,171.4,111.4,134.5,432.4,240.0,127.8,113.1,81.9,110.6,89.1,132.5,62.5,72.2,64.6,66.7,86.3,291.8,231.1,212.1
268,"The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.392,0.094,0.0,0.172,0.071,0,1,0,0,1,37.3,29.2,25.7,23.6,67.5,29.5,27.4,22.8,18.5,24.1,16.7,25.7,13.8,15.1,16.3,12.8,22.9,42.5,60.5,35.8
269,"The suspect set fire to a trash can near an apartment building, causing a blaze that threatened multiple families. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim.",0.595,0.34,0.511,0.862,0.896,1,1,1,0,1,137.1,81.8,63.4,92.1,335.4,118.7,73.5,58.7,47.0,48.1,39.2,80.3,27.9,32.0,29.2,29.0,47.5,226.5,148.2,129.6
270,"The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries. The offender stole a bicycle valued at $300 parked outside a supermarket. The defendant took advantage of their role as a live-in nurse to abuse and steal from a bedridden patient.",1.0,0.201,0.899,0.58,0.915,0,0,0,1,0,95.4,64.8,55.1,57.3,187.7,64.1,42.6,60.5,49.8,50.7,28.8,51.8,18.2,20.7,22.5,41.4,41.9,135.9,161.1,80.6
271,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.336,0.0,0.0,0.004,0.12,4,1,1,0,0,88.3,35.5,32.7,33.8,134.5,43.3,28.0,27.6,19.6,19.8,15.3,26.0,11.1,13.3,14.1,9.6,17.2,115.8,98.3,54.2
272,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.255,0.029,0.906,0.207,0.073,0,1,1,0,0,41.1,27.2,22.6,25.0,81.5,30.3,20.7,26.4,19.7,18.1,15.1,25.2,11.7,11.2,13.0,11.5,16.6,60.5,50.8,36.6
273,"The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.026,0.759,0.92,0.907,0.443,0,1,0,0,1,79.7,65.3,60.0,51.7,128.7,93.8,59.2,55.6,42.2,48.5,42.8,66.0,26.0,26.7,26.3,33.2,44.8,125.0,103.2,97.6
274,"The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.",0.066,0.922,0.825,0.98,0.435,0,1,0,0,1,118.9,70.1,59.5,61.9,133.6,121.5,63.8,61.0,44.7,50.9,41.6,78.1,28.4,34.3,29.9,29.4,48.8,127.1,91.2,114.4
275,"The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.951,0.01,0.904,0.545,0.88,2,1,0,0,0,323.0,178.0,136.9,125.3,459.5,211.2,121.6,112.9,97.4,111.0,88.0,141.1,66.5,70.7,74.9,57.1,104.0,360.0,254.2,185.7
276,"The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim.",0.569,0.318,0.23,0.885,0.435,4,1,0,0,1,241.7,139.9,131.6,123.6,427.0,177.5,134.4,127.8,87.5,101.5,83.3,119.9,55.4,58.4,55.7,66.0,81.8,293.2,237.2,244.5
277,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.27,0.008,0.045,0.0,0.117,0,1,0,0,1,30.7,22.5,18.2,16.2,46.8,18.0,18.0,15.7,11.6,14.8,10.8,19.9,9.6,10.5,10.6,6.9,11.9,44.4,35.2,27.2
278,"The offender stole a bicycle valued at $300 parked outside a supermarket. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim. The crime targeted a 7-year-old child who was walking home alone from school.",0.607,0.066,0.932,0.843,0.35,0,0,1,0,1,102.0,86.2,61.3,78.1,205.5,117.4,62.8,55.6,57.9,49.7,38.1,66.0,24.8,27.3,27.2,35.1,45.7,144.2,111.3,98.4
279,The offender stole a bicycle valued at $300 parked outside a supermarket.,0.0,0.066,0.0,0.105,0.018,1,1,1,0,0,11.4,5.1,4.2,4.1,13.3,4.1,3.3,2.6,3.1,3.3,1.9,3.2,1.0,1.3,1.3,1.3,2.5,10.7,10.4,6.7
280,"The offender physically assaulted the victim by punching and kicking them multiple times, causing severe facial fractures. The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years.",0.735,0.763,0.331,0.808,0.427,0,0,0,0,1,163.3,131.0,102.5,125.5,261.9,172.3,89.3,84.8,99.0,89.7,72.5,141.0,52.1,52.2,50.8,66.2,85.4,198.7,201.0,148.9
281,The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe.,0.0,0.129,0.009,0.236,0.013,1,0,0,0,0,25.9,13.6,11.7,14.8,32.4,15.8,13.2,11.7,10.5,11.5,7.4,12.3,4.3,4.7,4.1,10.4,12.8,23.3,22.5,20.2
282,"The suspect sold fake pharmaceutical pills containing toxic contaminants to local drug users. The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000.",0.268,0.445,0.716,0.747,0.924,1,1,0,0,0,184.8,93.5,61.6,102.7,302.7,76.3,80.6,95.9,72.3,76.4,53.9,81.0,38.1,43.6,37.7,39.6,70.5,209.1,221.7,126.9
283,"The suspect pointed a loaded handgun at the store clerk, demanding money and threatening to pull the trigger. The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The crime targeted a 7-year-old child who was walking home alone from school.",0.852,0.379,0.939,0.642,0.738,0,1,0,1,1,63.7,35.4,34.9,30.6,149.6,42.5,37.0,45.1,26.0,34.9,25.5,46.2,14.2,17.9,16.7,17.8,27.8,171.9,143.8,63.1
284,"The suspect sold fake pharmaceutical pills containing toxic contaminants to local drug users. The offender stole a bicycle valued at $300 parked outside a supermarket. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards.",0.302,0.388,0.741,0.952,0.885,3,1,0,0,0,249.0,147.7,109.9,134.7,443.5,118.7,138.7,125.3,81.5,102.8,77.1,93.0,51.6,52.3,59.1,61.3,90.8,285.5,273.8,234.0
285,"The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.401,0.328,0.865,0.466,0.21,2,1,0,0,0,171.4,95.6,81.4,82.1,237.6,66.9,88.1,85.2,56.6,79.4,53.7,68.7,38.4,41.1,40.1,38.2,64.0,193.2,192.3,102.7
286,"The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The crime targeted a 7-year-old child who was walking home alone from school.",0.109,0.965,0.941,0.874,0.363,1,0,0,0,0,214.1,176.3,99.5,113.4,256.0,105.0,88.9,94.5,95.7,93.0,67.7,99.4,43.9,44.8,41.1,82.4,96.9,285.1,183.3,166.1
287,"The defendant attacked the victim with a metal pipe during an argument, resulting in a deep head wound. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.791,0.047,0.114,0.338,0.523,2,1,0,0,1,176.3,91.7,84.8,77.0,272.6,150.6,79.8,86.8,61.7,64.9,55.4,81.3,45.5,42.2,46.0,35.7,63.7,200.8,181.0,160.8
288,"The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The offender was found in possession of 200 grams of cocaine, scales, and packaging materials indicating distribution. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.412,0.201,0.067,0.519,0.792,1,0,0,0,0,186.6,125.6,77.3,81.8,276.1,100.2,84.2,74.7,74.0,63.5,58.1,76.0,37.6,36.8,39.3,57.0,71.6,177.5,165.9,149.8
289,The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe.,0.0,0.082,0.0,0.16,0.048,1,0,1,0,0,15.4,9.4,7.5,10.3,23.5,10.4,6.6,6.7,5.4,6.0,3.4,4.6,2.0,2.3,2.1,4.4,6.7,17.8,18.2,11.1
290,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.304,0.0,0.044,0.018,0.093,0,1,1,0,1,24.2,15.5,12.6,17.1,52.7,21.7,9.6,11.0,12.6,10.2,8.6,18.2,6.4,6.8,6.5,5.2,7.7,37.6,30.3,20.4
291,"The crime targeted a 7-year-old child who was walking home alone from school. The suspect pointed a loaded handgun at the store clerk, demanding money and threatening to pull the trigger. The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million.",0.877,0.991,0.908,0.91,0.704,0,0,1,0,0,238.4,159.5,99.9,144.9,314.6,95.7,97.3,87.3,99.3,101.8,62.2,103.5,38.8,49.2,47.2,66.7,69.2,344.2,218.5,158.6
292,"The suspect set fire to a trash can near an apartment building, causing a blaze that threatened multiple families. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.419,0.282,0.486,0.365,0.865,0,1,0,0,1,87.7,54.9,47.0,45.2,196.7,83.6,70.3,50.6,39.4,45.4,39.6,61.1,31.5,29.6,29.4,25.0,36.5,121.6,113.0,81.5
293,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.291,0.028,0.0,0.0,0.105,0,1,0,0,0,35.3,24.1,17.2,15.2,46.8,19.7,15.8,15.2,12.6,14.1,11.7,18.3,10.4,10.2,12.1,7.8,11.2,47.0,36.2,28.1
294,"The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards.",0.071,0.34,0.084,0.955,0.42,2,0,1,0,0,113.8,99.5,61.1,56.4,196.2,105.2,49.6,44.9,40.0,46.2,28.6,53.8,14.7,16.9,18.0,36.6,36.4,174.5,136.8,115.6
295,"The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards. The suspect set fire to a trash can near an apartment building, causing a blaze that threatened multiple families.",0.376,0.287,0.511,0.972,0.893,0,1,0,1,0,55.8,23.5,26.9,32.0,117.3,33.7,27.5,26.4,28.1,23.1,16.8,30.0,11.0,11.0,12.3,13.4,23.3,87.2,118.5,47.0
296,"The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards. The offender was found in possession of 200 grams of cocaine, scales, and packaging materials indicating distribution.",0.135,0.343,0.102,0.919,0.778,1,1,1,0,1,111.9,54.8,44.7,46.6,177.6,61.0,43.6,41.1,36.3,36.6,22.8,42.6,15.4,15.2,18.9,17.6,32.0,99.3,140.2,105.1
297,"The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years.",0.0,0.728,0.29,0.817,0.191,0,0,1,0,1,59.4,54.5,37.1,35.3,110.5,73.0,33.4,32.6,29.0,28.1,21.6,40.2,11.6,14.5,13.5,25.7,28.2,98.5,79.1,76.6
298,The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe.,0.0,0.122,0.0,0.246,0.045,0,0,0,0,0,17.2,17.9,10.9,10.0,26.6,14.2,11.7,9.8,10.1,9.1,7.2,9.7,4.1,3.7,4.1,8.4,10.8,24.5,20.1,17.2
299,"The defendant discharged an assault rifle into the air in a crowded public square, causing mass panic. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards.",0.53,0.346,0.338,0.981,0.957,1,1,0,0,1,139.5,130.0,109.4,99.0,370.6,135.1,86.0,91.8,71.2,74.8,62.4,104.9,41.9,47.9,48.9,44.9,76.2,183.1,211.2,130.8
300,"The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards. The suspect pointed a loaded handgun at the store clerk, demanding money and threatening to pull the trigger. The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years.",0.838,0.779,0.272,0.97,0.73,0,1,0,0,1,116.2,96.3,82.9,88.8,260.4,184.3,89.5,76.4,78.7,73.0,64.1,111.6,49.4,54.6,53.2,43.3,83.8,225.5,195.2,162.2
301,"The offender stole a bicycle valued at $300 parked outside a supermarket. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim.",0.558,0.123,0.198,0.835,0.439,0,1,1,0,1,75.4,52.1,53.0,42.4,151.3,70.1,42.0,32.5,26.7,32.3,22.7,44.6,18.2,18.7,18.7,16.7,29.7,86.9,121.1,76.1
302,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.337,0.0,0.0,0.0,0.112,0,0,1,0,1,40.6,29.3,23.1,19.8,61.3,25.4,15.2,15.9,13.7,13.6,11.5,22.9,7.8,9.4,9.6,11.5,12.4,50.9,62.5,30.4
303,"The suspect set fire to a trash can near an apartment building, causing a blaze that threatened multiple families.",0.404,0.254,0.498,0.412,0.849,5,1,1,0,1,259.8,136.3,87.8,137.3,480.0,148.0,81.2,103.7,72.1,71.5,51.8,83.8,31.8,39.1,40.7,31.9,53.3,253.7,227.7,216.1
304,"The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.403,0.342,0.944,0.453,0.185,3,1,0,0,1,233.8,113.0,101.9,99.4,297.2,139.9,89.6,85.4,68.5,76.3,63.2,101.7,40.6,42.6,44.0,45.4,62.9,220.4,203.2,137.7
305,"The offender physically assaulted the victim by punching and kicking them multiple times, causing severe facial fractures. The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years.",0.688,0.71,0.286,0.836,0.369,0,1,1,0,0,107.1,74.7,52.7,66.5,177.6,97.5,66.2,47.5,48.2,45.2,37.4,50.2,24.7,26.2,27.3,22.1,41.7,155.2,179.2,92.0
